Age,Gender,Branch,Average GPA,Backlogs,Attendance (%),Clubs,Skills,Internship Done,Internship Domain,Placement Status,Placement Domain,CTC (LPA),Alumni Path,Sem1 GPA,Sem2 GPA,Sem3 GPA,Sem4 GPA,Sem5 GPA,Sem6 GPA,Sem7 GPA,Sem8 GPA,Skill_Count,Club_Count
18.0,Female,IT,6.81,1.0,81.6,"Sports Club, Entrepreneurship Cell","SQL, Data Science",0,Unknown,1.0,Software,6.36,Startup,8.54,6.47,6.57,7.82,5.38,5.79,8.1,5.83,2,2
19.0,Female,CIVIL,6.91,1.0,72.08,"Cultural Club, Coding Club, Sports Club","C++, Data Science, Web Development",0,Unknown,1.0,Hardware,10.34,Higher Studies,5.75,7.47,7.89,6.14,7.06,7.32,7.1,6.54,3,3
21.0,Female,CIVIL,7.22,0.0,91.71,Literary Society,"Python, C++",0,Unknown,0.0,Unknown,0.0,Unknown,6.82,10.0,7.3,6.25,6.57,8.15,7.11,5.56,2,1
20.0,Male,EEE,7.23,0.0,67.37,"Entrepreneurship Cell, Coding Club, Robotics","Data Science, C++, Python, SQL, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,6.82,7.49,6.99,7.31,8.81,6.66,7.28,6.49,5,3
22.0,Female,IT,6.97,1.0,87.3,"Cultural Club, Robotics","Python, SQL",0,Unknown,1.0,Software,12.78,Startup,6.05,6.32,6.23,7.83,7.9,7.45,8.18,5.82,2,2
18.0,Female,MECH,7.25,1.0,84.15,Coding Club,"Machine Learning, SQL, Web Development",1,Core Engineering,1.0,Hardware,16.61,Higher Studies,6.84,6.5,7.43,8.2,7.72,7.92,6.41,7.0,3,1
18.0,Male,ECE,6.96,0.0,66.16,Coding Club,"Python, Data Science, C++, Java, Machine Learning",1,Hardware,1.0,Higher Studies,7.51,Higher Studies,8.24,7.85,5.8,5.01,7.27,6.7,7.18,7.63,5,1
22.0,Female,MECH,6.54,1.0,88.71,"Robotics, Coding Club, Literary Society","SQL, Java, Python, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,6.12,8.42,5.59,5.29,7.37,6.12,8.09,5.32,4,3
22.0,Female,CIVIL,6.61,0.0,74.51,Literary Society,"SQL, Data Science, Web Development, Python, C++",1,Software,0.0,Unknown,0.0,Unknown,6.03,7.04,7.19,8.93,6.34,5.29,5.95,6.11,5,1
23.0,Male,CSE,6.56,1.0,88.36,"Robotics, Coding Club, Cultural Club","Data Science, Web Development, C++, Machine Learning",1,Software,1.0,Core Engineering,19.89,Higher Studies,7.12,5.88,6.71,5.71,6.1,5.0,7.26,8.69,4,3
21.0,Male,IT,6.62,3.0,86.84,Sports Club,"Java, SQL",1,Higher Studies,1.0,Higher Studies,3.55,Research,8.28,4.95,7.24,7.07,6.87,6.29,6.85,5.37,2,1
18.0,Female,CIVIL,7.1,3.0,97.86,Cultural Club,"Java, Web Development, SQL",1,Higher Studies,1.0,Higher Studies,7.19,Higher Studies,7.72,7.85,6.29,8.75,6.41,7.63,7.22,4.97,3,1
20.0,Male,IT,6.85,1.0,65.89,"Literary Society, Cultural Club, Sports Club","Machine Learning, Python",1,Core Engineering,1.0,Software,8.07,Job,6.48,7.49,8.3,5.89,6.63,6.85,5.6,7.59,2,3
22.0,Female,IT,6.96,1.0,74.22,"Cultural Club, Entrepreneurship Cell","C++, Python",0,Unknown,1.0,Higher Studies,16.32,Job,6.86,5.78,6.79,6.15,6.42,7.59,8.67,7.39,2,2
21.0,Male,CSE,7.47,2.0,96.24,Entrepreneurship Cell,"Java, Python",1,Consulting,1.0,Research,10.38,Higher Studies,8.34,6.27,6.04,8.1,7.63,10.0,5.68,7.72,2,1
23.0,Male,CIVIL,7.25,0.0,96.35,"Entrepreneurship Cell, Literary Society","SQL, Machine Learning, Data Science, Java",0,Unknown,0.0,Unknown,0.0,Unknown,7.36,7.55,6.75,6.36,7.07,5.91,8.1,8.87,4,2
20.0,Female,EEE,7.12,1.0,98.62,"Entrepreneurship Cell, Sports Club","Python, C++, Web Development",1,Consulting,1.0,Higher Studies,11.96,Higher Studies,7.33,6.19,8.52,6.34,8.28,7.12,6.32,6.89,3,2
20.0,Male,EEE,6.67,1.0,67.03,"Coding Club, Robotics","Data Science, C++",0,Unknown,1.0,Research,5.46,Startup,6.47,8.13,6.41,9.06,5.36,6.04,6.84,5.02,2,2
22.0,Male,MECH,7.21,0.0,96.97,"Literary Society, Entrepreneurship Cell, Cultural Club","Machine Learning, C++, Python, Java, SQL",1,Software,0.0,Unknown,0.0,Unknown,8.09,6.43,7.04,7.96,6.52,6.95,6.98,7.68,5,3
22.0,Female,IT,7.46,3.0,93.98,Literary Society,"Java, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,6.67,7.57,7.27,8.03,8.29,7.31,7.29,7.21,2,1
22.0,Male,MECH,6.29,2.0,92.31,"Sports Club, Literary Society","Machine Learning, SQL",1,Hardware,0.0,Unknown,0.0,Unknown,6.16,7.64,7.03,4.67,6.43,7.33,6.59,4.45,2,2
18.0,Male,ECE,7.51,1.0,94.11,"Sports Club, Cultural Club, Entrepreneurship Cell","Web Development, C++",0,Unknown,0.0,Unknown,0.0,Unknown,7.36,7.05,7.51,6.14,8.69,8.67,7.43,7.2,2,3
20.0,Male,CIVIL,7.05,0.0,93.92,"Entrepreneurship Cell, Literary Society, Sports Club","Python, Data Science, Machine Learning, SQL, Web Development",1,Research,0.0,Unknown,0.0,Unknown,6.04,7.47,8.48,7.36,6.69,7.0,5.75,7.6,5,3
18.0,Female,IT,7.37,1.0,61.25,"Coding Club, Robotics, Sports Club","C++, Machine Learning, Data Science",0,Unknown,1.0,Software,5.03,Research,7.15,8.32,6.64,7.45,6.25,7.19,8.26,7.69,3,3
21.0,Male,IT,6.69,1.0,61.47,"Robotics, Cultural Club","C++, Machine Learning, Python, Java",1,Hardware,0.0,Unknown,0.0,Unknown,7.61,7.76,6.47,6.42,6.72,4.7,5.48,8.37,4,2
21.0,Male,ECE,7.14,0.0,60.16,Literary Society,"Machine Learning, Web Development, Java",0,Unknown,1.0,Higher Studies,19.99,Startup,7.68,6.8,5.29,7.33,8.01,8.28,6.62,7.15,3,1
19.0,Male,CSE,6.8,1.0,86.53,"Cultural Club, Robotics","Data Science, Web Development, SQL",1,Software,0.0,Unknown,0.0,Unknown,5.82,5.85,9.11,6.14,6.68,6.63,6.58,7.62,3,2
18.0,Male,EEE,7.19,2.0,99.12,Cultural Club,"SQL, Java, Machine Learning, Web Development",1,Software,1.0,Research,14.97,Job,7.06,8.95,8.67,7.26,6.2,6.24,7.21,5.91,4,1
21.0,Male,EEE,7.16,0.0,89.66,Literary Society,"SQL, Python",1,Higher Studies,0.0,Unknown,0.0,Unknown,6.35,6.1,6.82,8.58,8.01,5.5,8.2,7.68,2,1
18.0,Male,CIVIL,6.89,0.0,72.54,"Robotics, Literary Society","Data Science, Python, Machine Learning, SQL, Web Development",0,Unknown,1.0,Core Engineering,5.54,Startup,5.89,8.71,7.05,6.76,5.8,7.45,7.54,5.91,5,2
19.0,Male,MECH,7.24,1.0,67.32,"Literary Society, Sports Club, Cultural Club","SQL, Data Science, Web Development, Java, C++",1,Core Engineering,1.0,Hardware,9.21,Research,7.4,6.75,9.02,7.23,6.55,7.34,6.57,7.09,5,3
18.0,Female,MECH,6.94,3.0,93.73,Sports Club,"Data Science, Machine Learning",1,Consulting,0.0,Unknown,0.0,Unknown,7.56,5.46,5.93,6.21,7.54,6.7,8.36,7.8,2,1
18.0,Female,IT,6.54,2.0,98.06,"Cultural Club, Entrepreneurship Cell","Machine Learning, Data Science",0,Unknown,1.0,Software,9.14,Higher Studies,6.33,6.25,7.4,6.32,6.8,6.48,7.44,5.26,2,2
20.0,Male,IT,7.31,0.0,75.09,Coding Club,"SQL, C++, Machine Learning, Data Science, Java",1,Hardware,0.0,Unknown,0.0,Unknown,7.58,7.31,10.0,8.12,6.87,6.04,5.39,7.2,5,1
19.0,Female,CIVIL,6.83,1.0,86.84,"Robotics, Sports Club","Python, Data Science",1,Research,1.0,Software,16.69,Research,6.94,8.22,5.05,7.14,5.18,7.76,6.91,7.42,2,2
19.0,Male,MECH,7.03,1.0,87.44,"Sports Club, Coding Club, Literary Society","Machine Learning, Java, Python, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,6.68,6.55,7.15,6.52,6.38,6.46,8.72,7.77,4,3
18.0,Male,IT,7.23,1.0,99.09,"Coding Club, Entrepreneurship Cell","Python, SQL",1,Higher Studies,0.0,Unknown,0.0,Unknown,8.11,8.19,7.64,5.86,8.63,5.85,7.3,6.25,2,2
18.0,Male,CIVIL,7.65,0.0,67.22,"Coding Club, Cultural Club, Entrepreneurship Cell","Machine Learning, C++, Data Science, Java, Python",1,Software,1.0,Research,12.39,Higher Studies,8.42,6.59,7.51,8.61,7.25,8.27,6.14,8.42,5,3
21.0,Female,IT,6.76,0.0,82.13,Entrepreneurship Cell,"Web Development, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.55,5.55,8.03,6.67,6.17,6.38,6.77,6.99,2,1
18.0,Male,MECH,6.99,0.0,82.63,"Literary Society, Robotics, Sports Club","Machine Learning, Web Development, Data Science, Python, Java",1,Research,1.0,Higher Studies,8.32,Job,6.85,7.35,6.01,6.85,6.8,7.18,7.33,7.56,5,3
18.0,Female,MECH,7.08,4.0,68.48,"Sports Club, Entrepreneurship Cell, Cultural Club","Data Science, Machine Learning, Python",0,Unknown,0.0,Unknown,0.0,Unknown,5.41,7.44,6.98,7.55,7.22,8.36,7.13,6.57,3,3
21.0,Male,CIVIL,7.64,4.0,81.11,"Sports Club, Literary Society, Robotics","C++, SQL, Data Science, Python",1,Research,1.0,Software,12.48,Higher Studies,8.34,7.38,8.08,6.44,6.56,6.84,9.14,8.32,4,3
21.0,Female,MECH,7.14,0.0,61.52,Cultural Club,"Java, Python, Web Development",1,Hardware,0.0,Unknown,0.0,Unknown,7.64,6.41,7.19,8.02,6.0,4.68,7.67,9.5,3,1
18.0,Male,EEE,6.72,2.0,89.6,Cultural Club,"Web Development, SQL, Java",0,Unknown,1.0,Higher Studies,13.67,Higher Studies,7.34,7.74,7.56,4.97,6.54,6.03,6.69,6.89,3,1
23.0,Male,CSE,6.33,1.0,95.82,Cultural Club,"Java, Python, Web Development, SQL",0,Unknown,1.0,Core Engineering,17.73,Job,8.75,4.94,5.29,7.44,4.52,4.96,8.18,6.59,4,1
22.0,Female,ECE,6.84,1.0,71.33,Cultural Club,"Web Development, Java, Data Science",0,Unknown,1.0,Research,11.48,Job,6.62,7.39,5.29,7.11,6.06,8.17,6.05,8.0,3,1
21.0,Male,MECH,6.82,1.0,73.72,"Entrepreneurship Cell, Cultural Club","C++, Data Science, Machine Learning, Web Development, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,5.21,8.08,5.16,7.9,6.63,7.7,5.67,8.17,5,2
23.0,Female,CIVIL,7.08,2.0,60.04,Literary Society,"Data Science, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.44,6.27,7.23,5.14,7.6,7.3,7.64,8.06,2,1
18.0,Female,IT,7.23,1.0,99.09,"Coding Club, Entrepreneurship Cell","Python, SQL",1,Higher Studies,0.0,Unknown,0.0,Unknown,8.11,8.19,7.64,5.86,8.63,5.85,7.3,6.25,2,2
21.0,Male,CIVIL,7.1,2.0,63.81,"Entrepreneurship Cell, Robotics, Literary Society","Java, SQL",1,Consulting,1.0,Hardware,5.03,Research,8.6,6.26,8.41,7.03,6.12,8.41,5.79,6.2,2,3
21.0,Female,MECH,6.18,0.0,71.43,"Cultural Club, Literary Society, Robotics","Python, Java, Web Development",0,Unknown,1.0,Hardware,4.55,Research,7.1,5.48,6.46,7.28,6.12,5.89,4.74,6.34,3,3
22.0,Male,ECE,6.69,4.0,76.85,Sports Club,"Web Development, Java",0,Unknown,0.0,Unknown,0.0,Unknown,5.65,7.59,7.71,7.05,8.22,6.32,6.49,4.52,2,1
19.0,Male,MECH,6.84,2.0,85.51,"Entrepreneurship Cell, Robotics","Java, Web Development, Machine Learning, C++",0,Unknown,1.0,Software,11.6,Research,5.88,4.67,8.25,5.53,7.62,8.18,7.38,7.23,4,2
23.0,Male,ECE,7.6,1.0,75.16,Robotics,"Data Science, Web Development, C++, Python",0,Unknown,1.0,Research,18.56,Higher Studies,8.99,7.35,8.63,6.5,6.7,7.27,7.15,8.25,4,1
20.0,Male,CSE,7.08,0.0,73.04,"Coding Club, Literary Society, Robotics","SQL, Python",0,Unknown,1.0,Consulting,12.57,Research,8.04,6.39,7.23,5.56,6.5,5.94,8.22,8.74,2,3
22.0,Male,MECH,7.63,1.0,89.85,"Literary Society, Entrepreneurship Cell, Cultural Club","SQL, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,9.09,6.57,6.77,7.86,6.91,7.49,8.57,7.76,2,3
19.0,Male,CSE,6.45,2.0,96.36,"Coding Club, Literary Society","C++, SQL",1,Software,0.0,Unknown,0.0,Unknown,5.67,4.82,6.3,7.16,7.1,7.15,5.59,7.8,2,2
19.0,Male,CSE,7.41,0.0,73.03,"Sports Club, Cultural Club, Entrepreneurship Cell","Machine Learning, Web Development, Data Science, C++, Python",0,Unknown,0.0,Unknown,0.0,Unknown,7.25,8.46,7.43,7.18,5.64,8.39,8.12,6.84,5,3
19.0,Female,ECE,6.96,0.0,64.05,"Entrepreneurship Cell, Robotics","Java, Machine Learning, Python, C++, Web Development",1,Research,1.0,Core Engineering,3.19,Research,6.92,5.12,8.54,6.64,7.63,6.89,6.73,7.19,5,2
22.0,Male,CIVIL,7.0,0.0,72.98,"Cultural Club, Coding Club, Literary Society","Web Development, C++, Python, SQL, Data Science",1,Hardware,0.0,Unknown,0.0,Unknown,7.86,7.15,7.09,5.95,6.77,7.97,6.22,6.97,5,3
23.0,Female,CSE,6.91,0.0,78.21,"Cultural Club, Sports Club","Java, Data Science, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,6.32,8.8,6.96,5.57,7.13,6.32,7.84,6.35,3,2
22.0,Female,MECH,6.66,0.0,92.51,"Sports Club, Robotics","Machine Learning, Web Development, Java",1,Higher Studies,0.0,Unknown,0.0,Unknown,5.94,7.63,6.13,6.66,7.38,6.2,5.85,7.47,3,2
21.0,Male,ECE,7.58,1.0,94.59,"Sports Club, Coding Club, Robotics","C++, Web Development, Python, Data Science, SQL",0,Unknown,1.0,Core Engineering,18.74,Research,7.78,7.92,5.78,9.5,7.28,7.4,7.5,7.5,5,3
20.0,Male,CSE,7.08,0.0,73.04,"Coding Club, Literary Society, Robotics","SQL, Python",0,Unknown,1.0,Consulting,12.57,Research,8.04,6.39,7.23,5.56,6.5,5.94,8.22,8.74,2,3
21.0,Male,CSE,7.07,2.0,71.43,"Robotics, Entrepreneurship Cell","C++, Data Science, Java, Machine Learning, Python",1,Core Engineering,0.0,Unknown,0.0,Unknown,4.96,8.57,6.7,7.0,6.32,6.95,8.27,7.77,5,2
19.0,Female,MECH,7.15,1.0,84.74,Robotics,"Java, C++, SQL",0,Unknown,1.0,Consulting,12.67,Higher Studies,6.4,7.83,6.23,8.4,6.24,7.04,7.31,7.78,3,1
19.0,Male,ECE,6.49,1.0,79.27,Cultural Club,"Python, Java, Machine Learning, C++",0,Unknown,0.0,Unknown,0.0,Unknown,6.06,6.16,6.31,6.4,5.18,7.79,6.54,7.46,4,1
20.0,Male,IT,7.02,1.0,77.51,Entrepreneurship Cell,"Web Development, Data Science, Python, Java",1,Core Engineering,1.0,Software,8.28,Job,7.5,6.12,7.74,6.36,7.22,6.7,6.78,7.77,4,1
19.0,Female,EEE,7.09,1.0,69.07,"Sports Club, Literary Society, Coding Club","SQL, Java",1,Research,1.0,Hardware,12.64,Startup,8.54,5.42,6.86,8.41,7.4,6.51,5.45,8.15,2,3
18.0,Male,EEE,7.28,1.0,60.36,Entrepreneurship Cell,"Java, SQL, Web Development, C++, Machine Learning",1,Core Engineering,1.0,Consulting,14.02,Research,6.92,8.51,7.36,8.37,8.07,6.45,6.24,6.28,5,1
23.0,Male,ECE,6.73,0.0,73.28,"Robotics, Cultural Club","Data Science, C++, Web Development, Machine Learning, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.05,7.49,5.71,6.96,7.14,6.47,7.4,5.65,5,2
23.0,Female,CIVIL,6.65,2.0,71.87,Entrepreneurship Cell,"Machine Learning, Data Science, Python, Java",0,Unknown,1.0,Hardware,12.2,Startup,6.63,5.16,8.59,6.36,6.78,4.59,8.59,6.53,4,1
19.0,Female,IT,6.63,1.0,90.23,"Literary Society, Entrepreneurship Cell, Robotics","Web Development, Data Science, C++, Python",1,Core Engineering,1.0,Core Engineering,10.67,Startup,7.15,6.7,7.93,7.06,7.7,5.23,4.0,7.28,4,3
18.0,Female,ECE,7.58,2.0,99.61,"Coding Club, Sports Club, Cultural Club","SQL, Data Science, Web Development, Machine Learning, Java",0,Unknown,0.0,Unknown,0.0,Unknown,8.1,8.44,9.35,5.43,5.63,7.69,8.18,7.81,5,3
20.0,Female,CIVIL,6.52,0.0,69.78,"Cultural Club, Literary Society","Java, Machine Learning, Web Development, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,8.25,5.4,5.48,6.09,6.52,5.6,7.37,7.43,4,2
19.0,Female,IT,7.04,1.0,96.47,"Literary Society, Cultural Club, Sports Club","Data Science, Python, Java",1,Consulting,1.0,Higher Studies,14.94,Research,6.51,5.94,6.26,6.9,8.84,8.47,6.35,7.06,3,3
23.0,Male,CSE,7.16,1.0,72.53,Robotics,"Data Science, SQL, C++, Java, Python",0,Unknown,0.0,Unknown,0.0,Unknown,6.94,7.25,6.39,6.49,8.05,8.6,6.3,7.24,5,1
20.0,Male,MECH,7.14,3.0,85.39,"Coding Club, Entrepreneurship Cell, Robotics","Java, Data Science, C++, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,6.67,6.6,6.04,7.42,9.06,5.93,7.02,8.41,4,3
20.0,Female,CIVIL,7.16,2.0,99.95,Sports Club,"SQL, Python, Web Development",1,Research,0.0,Unknown,0.0,Unknown,7.43,7.13,6.74,8.18,5.93,7.48,7.34,7.04,3,1
19.0,Male,MECH,6.68,1.0,62.4,"Coding Club, Entrepreneurship Cell, Sports Club","Web Development, Data Science, C++, Python",1,Consulting,0.0,Unknown,0.0,Unknown,5.06,5.04,5.99,6.34,9.17,7.7,7.79,6.36,4,3
23.0,Male,EEE,6.94,0.0,77.08,"Entrepreneurship Cell, Sports Club, Robotics","Data Science, SQL, Python, Java, C++",0,Unknown,0.0,Unknown,0.0,Unknown,7.43,7.87,6.57,6.54,5.07,6.61,7.95,7.46,5,3
22.0,Female,MECH,7.62,1.0,71.68,"Cultural Club, Robotics, Literary Society","SQL, Machine Learning, Java",1,Research,1.0,Higher Studies,13.11,Job,6.82,8.32,7.56,8.14,9.39,6.88,7.17,6.64,3,3
23.0,Male,EEE,6.51,0.0,66.25,Sports Club,"Web Development, SQL, Python, Machine Learning, C++",0,Unknown,0.0,Unknown,0.0,Unknown,6.16,6.4,7.88,6.17,5.9,6.56,6.71,6.33,5,1
21.0,Female,ECE,6.7,0.0,75.11,"Coding Club, Entrepreneurship Cell, Robotics","C++, Web Development, Machine Learning, Java, SQL",1,Hardware,0.0,Unknown,0.0,Unknown,6.56,6.4,7.03,7.74,7.9,6.67,5.37,5.96,5,3
21.0,Female,IT,6.77,0.0,74.06,"Coding Club, Literary Society, Sports Club","SQL, C++, Machine Learning",1,Higher Studies,0.0,Unknown,0.0,Unknown,6.19,7.27,6.23,7.24,7.26,6.53,6.94,6.47,3,3
18.0,Female,EEE,6.73,0.0,64.75,"Coding Club, Entrepreneurship Cell","C++, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,5.79,6.82,6.73,7.22,6.8,6.93,7.64,5.89,2,2
20.0,Male,IT,6.69,1.0,88.78,"Cultural Club, Robotics","Data Science, Machine Learning, SQL",1,Hardware,0.0,Unknown,0.0,Unknown,8.02,8.44,5.95,6.03,6.55,6.24,7.22,5.05,3,2
22.0,Female,IT,6.97,1.0,87.3,"Cultural Club, Robotics","Python, SQL",0,Unknown,1.0,Software,12.78,Startup,6.05,6.32,6.23,7.83,7.9,7.45,8.18,5.82,2,2
22.0,Male,MECH,7.24,1.0,83.72,"Entrepreneurship Cell, Sports Club","Java, Data Science, Web Development, C++, Machine Learning",0,Unknown,1.0,Higher Studies,12.14,Startup,7.69,7.42,7.16,9.16,6.38,6.93,5.04,8.16,5,2
19.0,Female,MECH,6.82,2.0,85.25,"Sports Club, Literary Society, Cultural Club","Java, Python",0,Unknown,0.0,Unknown,0.0,Unknown,7.19,8.0,4.3,7.68,6.35,5.17,7.51,8.37,2,3
23.0,Male,MECH,7.13,0.0,86.02,Cultural Club,"Java, Python, Web Development, Data Science, Machine Learning",0,Unknown,1.0,Core Engineering,6.61,Job,5.99,6.66,6.97,6.63,6.84,7.41,8.24,8.31,5,1
23.0,Female,EEE,7.53,0.0,81.34,"Coding Club, Literary Society, Entrepreneurship Cell","Web Development, Data Science",0,Unknown,1.0,Hardware,4.72,Research,9.04,6.47,7.58,8.34,5.41,7.76,8.02,7.64,2,3
20.0,Male,EEE,6.84,1.0,82.53,"Coding Club, Cultural Club","SQL, Machine Learning, Java, Web Development, Data Science",1,Higher Studies,1.0,Software,10.27,Research,7.78,5.56,5.16,8.61,6.2,7.75,5.91,7.71,5,2
22.0,Female,IT,7.38,1.0,75.52,Cultural Club,"SQL, Java, Python",1,Hardware,1.0,Hardware,4.63,Startup,8.05,6.92,8.74,7.86,7.57,8.09,7.33,4.51,3,1
21.0,Female,ECE,6.85,0.0,77.49,Literary Society,"Data Science, Machine Learning, SQL, Python",0,Unknown,1.0,Higher Studies,15.45,Job,6.86,5.69,8.14,7.82,6.72,6.6,6.85,6.1,4,1
21.0,Female,MECH,7.14,0.0,75.0,"Coding Club, Entrepreneurship Cell","Python, C++, SQL, Machine Learning, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,6.81,6.6,6.33,7.75,8.0,6.92,5.9,8.79,5,2
21.0,Female,IT,6.28,0.0,78.56,"Sports Club, Literary Society","Machine Learning, Python, Web Development",1,Research,0.0,Unknown,0.0,Unknown,6.35,7.03,6.95,5.42,6.06,6.44,4.96,7.05,3,2
22.0,Female,EEE,7.61,0.0,78.22,"Cultural Club, Entrepreneurship Cell, Sports Club","SQL, C++, Machine Learning, Data Science",0,Unknown,1.0,Hardware,18.15,Job,6.51,8.07,7.5,9.08,8.18,8.14,5.61,7.76,4,3
23.0,Female,CSE,6.35,1.0,93.56,Coding Club,"Python, Web Development, Machine Learning",0,Unknown,1.0,Hardware,18.83,Higher Studies,6.04,5.18,7.05,5.22,8.24,6.11,5.9,7.03,3,1
20.0,Male,EEE,6.74,0.0,69.29,Cultural Club,"SQL, Machine Learning, Java, C++",0,Unknown,0.0,Unknown,0.0,Unknown,7.23,4.92,7.42,5.56,5.64,7.37,7.54,8.21,4,1
20.0,Male,ECE,7.27,1.0,66.62,Cultural Club,"Data Science, Web Development",1,Software,0.0,Unknown,0.0,Unknown,6.1,7.57,8.49,7.72,7.92,6.48,5.4,8.49,2,1
20.0,Female,CIVIL,7.57,0.0,84.53,"Robotics, Sports Club, Entrepreneurship Cell","C++, SQL",1,Higher Studies,0.0,Unknown,0.0,Unknown,6.61,8.07,7.69,7.05,8.1,8.36,7.45,7.23,2,3
23.0,Male,EEE,7.53,0.0,81.34,"Coding Club, Literary Society, Entrepreneurship Cell","Web Development, Data Science",0,Unknown,1.0,Hardware,4.72,Research,9.04,6.47,7.58,8.34,5.41,7.76,8.02,7.64,2,3
22.0,Male,MECH,6.61,1.0,98.13,"Cultural Club, Coding Club","C++, Java, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,7.15,7.72,8.74,5.94,5.99,7.0,6.04,4.29,3,2
20.0,Male,IT,7.42,0.0,67.2,"Robotics, Literary Society","Web Development, C++",0,Unknown,0.0,Unknown,0.0,Unknown,7.46,9.01,6.97,8.47,6.16,6.5,7.59,7.2,2,2
20.0,Male,CSE,6.54,1.0,70.55,"Robotics, Cultural Club","Machine Learning, Python, Web Development, Java",1,Research,1.0,Research,3.21,Research,7.39,5.82,7.93,5.23,6.42,6.74,6.36,6.43,4,2
19.0,Male,CSE,7.16,0.0,98.39,Entrepreneurship Cell,"Java, Python, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,7.83,7.32,7.4,6.63,6.72,6.63,6.92,7.84,3,1
20.0,Female,IT,7.1,0.0,94.71,Entrepreneurship Cell,"C++, SQL, Data Science, Machine Learning, Python",1,Consulting,1.0,Core Engineering,6.95,Research,6.83,8.83,5.91,6.69,8.5,6.68,6.06,7.26,5,1
23.0,Female,ECE,6.34,1.0,68.28,"Literary Society, Robotics, Cultural Club","Java, SQL, Machine Learning, C++",0,Unknown,0.0,Unknown,0.0,Unknown,6.26,5.68,6.39,6.96,6.57,6.31,5.59,6.92,4,3
23.0,Female,IT,7.11,0.0,98.47,Literary Society,"SQL, Machine Learning",0,Unknown,1.0,Consulting,11.69,Research,7.88,6.27,8.98,7.64,6.79,4.98,5.62,8.7,2,1
18.0,Female,MECH,6.99,3.0,84.15,"Entrepreneurship Cell, Coding Club, Literary Society","Data Science, Java, Machine Learning",1,Hardware,1.0,Core Engineering,11.39,Startup,6.14,6.39,8.12,7.01,6.82,6.89,8.29,6.25,3,3
20.0,Male,ECE,6.87,1.0,89.07,"Literary Society, Sports Club, Cultural Club","Python, Web Development",0,Unknown,1.0,Hardware,16.16,Startup,6.57,7.09,5.62,8.39,7.68,6.63,6.1,6.91,2,3
18.0,Female,ECE,6.7,0.0,61.44,"Literary Society, Entrepreneurship Cell, Cultural Club","Web Development, Machine Learning, Java",0,Unknown,0.0,Unknown,0.0,Unknown,6.42,6.78,7.64,6.49,6.88,7.27,6.1,6.03,3,3
19.0,Female,ECE,7.56,0.0,75.54,"Sports Club, Literary Society","Python, Data Science, Machine Learning",1,Software,0.0,Unknown,0.0,Unknown,6.17,8.85,8.93,7.26,6.99,8.03,8.09,6.19,3,2
22.0,Female,ECE,7.12,1.0,68.06,"Entrepreneurship Cell, Literary Society","Java, Data Science, Web Development",0,Unknown,1.0,Software,7.51,Higher Studies,6.71,7.41,7.19,8.06,5.17,7.14,8.2,7.06,3,2
20.0,Female,IT,7.06,1.0,79.27,"Coding Club, Robotics, Entrepreneurship Cell","Python, SQL, Data Science, C++",1,Consulting,1.0,Research,8.4,Higher Studies,7.0,7.05,6.68,7.55,8.05,7.58,6.79,5.78,4,3
23.0,Female,CIVIL,7.0,4.0,83.39,"Cultural Club, Entrepreneurship Cell, Sports Club","C++, Machine Learning, Python, Web Development, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,6.21,8.06,8.64,6.34,8.37,5.24,7.39,5.77,5,3
23.0,Female,ECE,7.39,1.0,60.55,"Cultural Club, Entrepreneurship Cell","Java, C++",0,Unknown,0.0,Unknown,0.0,Unknown,7.19,8.05,6.27,6.9,8.32,6.86,8.12,7.39,2,2
20.0,Male,CSE,6.54,1.0,70.55,"Robotics, Cultural Club","Machine Learning, Python, Web Development, Java",1,Research,1.0,Research,3.21,Research,7.39,5.82,7.93,5.23,6.42,6.74,6.36,6.43,4,2
23.0,Male,IT,6.82,2.0,88.66,"Cultural Club, Sports Club, Coding Club","Java, Data Science, SQL, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,6.52,6.42,6.83,5.95,6.69,7.49,8.04,6.62,4,3
18.0,Female,EEE,6.73,0.0,64.75,"Coding Club, Entrepreneurship Cell","C++, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,5.79,6.82,6.73,7.22,6.8,6.93,7.64,5.89,2,2
